train,val
1.0104147103470815,0.5039363900820414
0.5381001477510157,0.4015345300237338
0.5027136202429382,0.4096009110411008
0.45839822670103797,0.379466402033964
0.42810890036569516,0.3664625957608223
0.4670491785230771,0.48319947471221286
0.464931157693057,0.5353731835881869
0.4936706935855704,0.43027909596761066
0.46827033875693735,0.4187810942530632
0.5000145792121619,0.5440071622530619
0.4871956941107629,0.5263969153165817
0.5030373897351009,0.41302941491206485
0.4564235050913314,0.49383407086133957
0.46070301112994344,0.8390689392884573
0.5032580381547901,1.1585393448670704
0.5020742235888898,0.45591021080811817
0.4642173299487208,0.8044809599717458
0.47575073384902844,0.4195927456021309
0.4516952230896748,0.3755155752102534
0.46384709695695153,0.42484115312496823
0.4420879819023777,0.8064520955085754
0.4282701771024247,0.38998081535100937
0.4512211478931803,0.4836147526899974
0.41044068504387227,0.4172162984808286
0.437457714282291,0.4477493440111478
0.4351398059180085,0.46201615780591965
0.4565207467112743,0.366518959403038
0.40439115359749594,0.4674583276112874
0.426739364442691,0.9906686246395111
0.4384647272002529,0.3516157642006874
0.39889763568488645,0.3522025980055332
0.40512299159882775,0.425924614071846
0.407659134814437,0.8271414190530777
0.40555990455855784,0.35010521734754246
0.4050919489121773,0.4103895500302315
0.37876188167383973,0.41556433339913684
0.3894784471518557,0.47078607976436615
0.392509380276774,0.3839489569266637
0.3735714273553499,0.341862420241038
0.3800056211545434,0.3540268825987975
0.3701898241546792,0.35146090388298035
0.3894300641308368,0.4654308582345645
0.35645517874771443,0.3470294537643592
0.3440818400450156,0.2938261864085992
0.36079851548436664,0.3254605531692505
0.3527052209410869,0.29887046789129573
0.3471642858545545,0.2965980072816213
0.3419424572461088,0.28625407939155895
0.33976842945730185,0.3124992847442627
0.3198319665143188,0.30138012394309044
0.31495613993053706,0.31256770715117455
0.3132590806820023,0.27505123739441234
0.3072227376027846,0.2810593930383523
0.2958138641757025,0.26492076242963475
0.30863960674950774,0.2679964030782382
0.28095981100915185,0.2486932116250197
0.278458372178212,0.258791937182347
0.27463170277400756,0.24238786349693933
